subjectid,gender,height,weight,handedness,age,race,height_tercile,age_tercile
17629,male,181.4,69.1,right,44,white,3,3
17631,male,179,77.8,right,19,white,3,1
17636,male,182.3,77.8,right,19,white,3,1
17638,male,180.7,86.6,right,23,white,3,1
20017,male,187.1,100.1,right,42,black,3,3
20023,male,164.5,62,either,19,white,1,1
20026,male,176.2,69.2,right,18,black,3,1
20027,male,173.5,66,right,19,black,2,1
20029,male,179.7,112.9,right,40,black,3,3
20035,male,175.1,79.7,right,31,black,2,2
20037,male,174.5,73.2,right,20,black,2,1
20038,male,177.8,75.1,right,23,black,3,1
20041,male,172.3,71.3,right,36,black,2,3
20043,male,169.2,91.2,right,41,black,2,3
20050,male,174.9,93.2,right,24,black,2,1
20052,male,172.5,76.6,right,23,black,2,1
20054,male,177.7,77.1,left,28,black,3,2
20057,male,172.8,79.4,right,24,black,2,1
20058,male,165.8,78.9,right,41,hispanic,1,3
20059,male,165.6,76.1,right,23,hispanic,1,1
20060,male,169.8,75.3,left,27,hispanic,2,2
20061,male,176.5,98.1,right,35,hispanic,3,3
20062,male,171,85.8,right,37,hispanic,2,3
20063,male,176.6,86.6,right,30,hispanic,3,2
20064,male,174.3,101,right,42,hispanic,2,3
20065,male,174.4,124,right,31,hispanic,2,2
20066,male,180.5,101.4,right,34,hispanic,3,3
20067,male,178.3,113.8,right,26,hispanic,3,2
20068,male,170.1,89.8,right,50,hispanic,2,3
20069,male,195.5,117.8,right,26,hispanic,3,2
20070,male,182.3,126.3,right,28,hispanic,3,2
20071,male,181.6,105.4,right,37,hispanic,3,3
20072,male,176.2,72.7,right,22,hispanic,3,1
20073,male,161.9,66,right,23,hispanic,1,1
20075,male,161.4,74.6,right,47,hispanic,1,3
20076,male,165.4,71.3,right,49,hispanic,1,3
20081,male,179.1,83.8,right,42,hispanic,3,3
20083,male,173.7,70.8,right,45,hispanic,2,3
20084,male,169.4,90.6,right,45,hispanic,2,3
20085,male,177.4,75.4,right,25,hispanic,3,2
20086,male,179.8,93,right,39,hispanic,3,3
20103,male,183.4,111.1,right,26,asian,3,2
20112,male,186,89.5,right,19,black,3,1
20115,male,166.4,69.4,right,21,white,1,1
20123,male,180.3,93.5,left,24,white,3,1
20139,male,177.4,68,right,22,white,3,1
20149,male,174.8,94.2,right,21,white,2,1
20153,male,185.9,89.6,right,23,white,3,1
20156,male,165.5,76.2,left,20,hispanic,1,1
20159,male,163.4,79.9,right,38,black,1,3
20167,male,177.4,109.6,right,23,white,3,1
20168,male,176.2,97.6,right,32,hispanic,3,2
20171,male,175.7,89,right,22,black,2,1
20183,male,178.5,76.2,left,22,white,3,1
20185,male,174.6,75.6,right,21,black,2,1
20188,male,162.2,71.7,right,23,white,1,1
20198,male,171.2,82.2,right,30,hispanic,2,2
20206,male,165.7,95.1,left,36,hispanic,1,3
20209,male,178.4,86.7,right,31,black,3,2
20211,male,175,76.1,either,21,white,2,1
20221,male,176,77.2,right,30,asian,3,2
20226,male,179,94.1,right,33,hispanic,3,3
20232,male,172.1,70.8,right,26,white,2,2
20234,male,182,92.2,either,25,white,3,2
20236,male,180.9,109.6,left,23,white,3,1
20242,male,174.9,66.8,right,21,white,2,1
20255,male,177.1,110.3,right,27,black,3,2
20266,male,170.7,89.7,left,36,black,2,3
20271,male,162.2,65.5,right,19,white,1,1
20272,male,171.4,63,right,18,pacific_islander,2,1
20279,male,173.9,77,right,21,white,2,1
20280,male,180.3,95.1,right,19,white,3,1
20286,male,180.1,69.6,right,34,asian,3,3
20288,male,182.7,94.1,left,22,white,3,1
20290,male,175,64.4,right,21,black,2,1
20292,male,184.4,101.2,left,24,white,3,1
20294,male,184.6,76.5,right,20,black,3,1
20298,male,185.4,90.1,either,27,hispanic,3,2
20305,male,160.4,68.5,right,19,hispanic,1,1
20307,male,168.7,60.7,right,25,white,2,2
20329,male,165.9,70.2,right,36,white,1,3
20376,male,173.6,59.5,right,25,white,2,2
20377,male,171.3,70.5,left,21,white,2,1
20384,male,168.2,70.4,right,22,asian,2,1
20387,male,172.9,89.4,right,23,hispanic,2,1
20398,male,166.2,80.4,right,20,white,1,1
20399,male,176.6,92.4,right,25,white,3,2
20406,male,169.2,97.8,right,26,black,2,2
20411,male,179,86.7,right,19,white,3,1
20454,male,173.8,77.5,right,21,black,2,1
20468,male,160.2,76,right,35,hispanic,1,3
20483,male,183.9,84.4,right,19,white,3,1
20528,male,179.4,87.2,right,20,white,3,1
20533,male,170.4,90.7,right,28,hispanic,2,2
20537,male,184.5,84.8,right,19,white,3,1
20550,male,179.6,101.7,right,28,black,3,2
20570,male,164,82.9,right,24,hispanic,1,1
20573,male,174.8,84,left,29,black,2,2
20598,male,179.9,95.7,right,28,black,3,2
20601,male,197,120.5,right,33,white,3,3
20615,male,171.7,78.1,left,37,hispanic,2,3
20616,male,169.7,63.9,right,22,asian,2,1
20625,male,160.4,85.5,right,37,native_american,1,3
20626,male,185.6,130.1,right,27,black,3,2
20629,male,161.1,69.8,right,28,hispanic,1,2
20630,male,172.7,99.2,right,48,black,2,3
20638,male,172.8,113,right,35,black,2,3
20652,male,176,81,right,30,black,3,2
20702,male,166.1,58.1,right,19,white,1,1
20714,male,177.2,100.1,right,35,hispanic,3,3
20715,male,170.7,72.9,right,24,white,2,1
20719,male,169,77.9,right,29,black,2,2
20729,male,172.7,79.1,right,29,white,2,2
20731,male,177.5,104.2,right,26,white,3,2
20732,male,168.1,86.2,right,23,white,2,1
20734,male,175.7,94.8,right,31,hispanic,2,2
20741,male,174.9,85.9,right,20,hispanic,2,1
20745,male,168.5,82.9,right,33,white,2,3
20746,male,172.4,87,right,31,hispanic,2,2
20753,male,184.6,72.4,right,26,white,3,2
20755,male,175.4,99.2,right,22,hispanic,2,1
20758,male,176.3,76.9,right,21,white,3,1
20777,male,178.3,120,right,25,white,3,2
20784,male,163,69.4,right,27,white,1,2
20795,male,169.4,89.4,right,24,hispanic,2,1
20799,male,175,90.3,right,27,black,2,2
20800,male,170.3,67.7,left,32,black,2,2
20803,male,171.1,81.1,right,26,white,2,2
20804,male,175.4,75.3,right,26,white,2,2
20812,male,183.7,86.9,right,39,white,3,3
20824,male,182.8,97.5,right,24,white,3,1
20829,male,176.2,85.2,right,24,black,3,1
20830,male,165.4,80.3,right,20,hispanic,1,1
20841,male,176.1,74.9,right,23,white,3,1
20843,male,172,81,right,41,black,2,3
20845,male,173.7,69.6,right,22,black,2,1
20847,male,164.8,64.4,right,31,white,1,2
20851,male,174.1,73.6,right,21,hispanic,2,1
20866,male,167.5,73,right,30,black,1,2
20869,male,169.5,77.2,right,23,white,2,1
20878,male,177.2,86.8,right,20,white,3,1
20885,male,174.7,101.5,either,21,white,2,1
20891,male,169,80.2,right,21,white,2,1
20893,male,178.4,84,right,21,black,3,1
20896,male,182.3,80.7,right,21,white,3,1
20902,male,181.4,120.2,right,24,hispanic,3,1
20903,male,192.3,96.2,right,22,white,3,1
20912,male,180.2,67.6,right,21,white,3,1
20935,male,173,88,right,21,white,2,1
20943,male,171.2,78.4,right,27,white,2,2
20945,male,172.5,61.5,left,19,white,2,1
20955,male,170,75.2,right,22,white,2,1
20958,male,177,65.7,right,19,white,3,1
20965,male,189.9,68.6,either,27,black,3,2
20971,male,182.5,86.5,right,23,white,3,1
20977,male,177.9,74.6,right,26,hispanic,3,2
20992,male,176,77.5,right,20,black,3,1
21002,male,180.6,72,right,19,asian,3,1
21013,male,173.4,64.1,right,26,hispanic,2,2
21015,male,181.3,84.2,right,26,black,3,2
21032,male,182.3,73.3,right,20,white,3,1
21041,male,176.8,95.5,left,22,white,3,1
21049,male,174.1,121.9,right,23,white,2,1
21054,male,180.4,84.7,right,20,white,3,1
21078,male,183.1,89.6,right,22,white,3,1
21079,male,181.9,115.8,right,23,white,3,1
21104,male,173.9,85.7,right,39,black,2,3
21126,male,171.6,67.2,right,21,asian,2,1
21130,male,166.4,89.3,right,21,black,1,1
21141,male,167.4,97.7,left,33,hispanic,1,3
21147,male,176.3,82.2,right,32,black,3,2
21152,male,176.1,83,left,40,black,3,3
21169,male,175.1,86.9,right,21,hispanic,2,1
21270,male,173.8,76,right,20,white,2,1
21272,male,161,80.1,right,26,white,1,2
21300,male,176.7,68.9,left,24,black,3,1
21321,male,164.9,69.5,right,23,black,1,1
21332,male,166,79.3,right,34,hispanic,1,3
21337,male,186.3,99.4,right,28,white,3,2
21339,male,168.8,86.9,right,26,white,2,2
21347,male,186.1,80.6,left,26,black,3,2
21348,male,172.5,98.6,left,27,black,2,2
21351,male,170.2,86.8,right,22,white,2,1
21352,male,172.1,76.1,right,30,black,2,2
21364,male,185.3,71.9,left,40,black,3,3
21365,male,165.2,72.7,right,23,black,1,1
21366,male,182.7,126.5,right,24,white,3,1
21371,male,170.9,81.8,right,22,hispanic,2,1
21379,male,172.7,87.5,right,26,white,2,2
21390,male,172.1,80.1,right,21,hispanic,2,1
21393,male,183.3,112.3,right,29,black,3,2
21438,male,178.6,72.5,right,23,white,3,1
21606,male,163.9,77.5,right,38,pacific_islander,1,3
21607,male,168.9,63.7,right,28,pacific_islander,2,2
21610,male,172,81.9,right,31,black,2,2
21614,male,175.1,101.3,right,29,black,2,2
21626,male,163.3,93.2,left,30,black,1,2
21627,male,168.7,95.6,right,36,black,2,3
21628,male,181.6,107.8,left,26,black,3,2
21656,male,177.7,82,right,27,black,3,2
21659,male,179.6,81.4,left,39,black,3,3
21676,male,181.8,104,right,31,black,3,2
21738,male,176.7,90.8,right,30,white,3,2
21742,male,166.9,92.7,right,26,hispanic,1,2
21746,male,168.9,77.5,right,40,asian,2,3
21748,male,171.3,76.4,right,30,black,2,2
21756,male,178.1,70.2,right,19,white,3,1
21759,male,175.6,87.4,right,26,white,2,2
21764,male,167.4,72.7,right,26,pacific_islander,1,2
21765,male,164.4,71.3,right,37,hispanic,1,3
21776,male,183.8,71.4,right,22,black,3,1
21804,male,173.3,75,right,22,hispanic,2,1
21812,male,168.1,81.2,right,31,black,2,2
21816,male,182.1,108.4,left,28,white,3,2
21828,male,171.3,93.7,right,34,black,2,3
21831,male,170.4,83.5,right,28,white,2,2
21838,male,178.5,119.7,right,27,black,3,2
21841,male,179.3,100.4,right,27,black,3,2
21850,male,180.3,99.8,right,49,white,3,3
21870,male,172.5,92.9,left,31,black,2,2
21896,male,166.6,91.2,right,29,black,1,2
21898,male,168.7,78.6,either,36,black,2,3
21917,male,176.8,78,right,20,hispanic,3,1
21930,male,162.6,66.3,right,29,asian,1,2
21938,male,168.4,64.2,right,23,hispanic,2,1
21967,male,175.1,91.3,right,20,hispanic,2,1
21992,male,185.2,85.8,right,24,hispanic,3,1
22103,male,162.4,64.7,right,28,asian,1,2
22106,male,172.3,77.7,right,21,white,2,1
22107,male,177.5,114.6,right,21,white,3,1
22108,male,178.4,59.1,right,18,white,3,1
22109,male,166.2,55.2,right,19,white,1,1
22110,male,171.9,85.8,right,48,black,2,3
22111,male,181.4,114.3,right,35,black,3,3
22112,male,187.7,107.8,right,20,white,3,1
22113,male,165.3,81.1,right,33,white,1,3
22114,male,175.7,83.7,right,38,white,2,3
22115,male,171.8,87.8,right,34,black,2,3
22116,male,184.2,73.2,right,25,black,3,2
22117,male,186.3,73.2,right,33,white,3,3
22118,male,196.6,87.3,right,20,black,3,1
22119,male,178.6,123.1,right,33,white,3,3
22120,male,168.9,68.5,right,30,white,2,2
22121,male,170,91.6,right,34,black,2,3
22122,male,173,78.6,right,22,white,2,1
22123,male,178.1,78.3,right,21,white,3,1
22124,male,164.7,69,right,25,black,1,2
22127,male,169.8,63.3,right,33,white,2,3
22128,male,167.1,80,right,19,black,1,1
22129,male,181.2,74.9,right,44,white,3,3
22131,male,171.5,72.1,right,37,white,2,3
22132,male,180.7,84.5,right,22,white,3,1
22133,male,174.8,75.9,right,21,white,2,1
22134,male,179.5,76.5,left,41,white,3,3
22135,male,168.8,117.8,right,22,black,2,1
22136,male,185.4,83.5,right,51,black,3,3
22139,male,181.6,64.4,right,20,white,3,1
22140,male,176,79.1,left,41,white,3,3
22142,male,169.4,91.9,right,47,white,2,3
22594,male,175.7,74.4,right,32,white,2,2
23176,male,179.9,81.9,right,25,white,3,2
23182,male,176.5,118.1,right,25,white,3,2
23191,male,167.4,69.7,right,26,white,1,2
23192,male,181.9,107.1,left,37,black,3,3
23204,male,172.9,109,left,39,white,2,3
23208,male,176.1,92.5,right,29,white,3,2
23215,male,189.9,102.6,right,22,black,3,1
23227,male,186.4,119.6,right,22,hispanic,3,1
23231,male,188.1,88.2,right,24,black,3,1
23237,male,174.6,63.4,right,36,black,2,3
23246,male,179.8,84,right,24,white,3,1
23247,male,177.3,99.1,right,31,black,3,2
23250,male,178.4,67.7,left,24,black,3,1
23261,male,174,104.7,right,28,white,2,2
23270,male,197.9,92.2,right,25,white,3,2
23279,male,174.4,82.2,right,29,hispanic,2,2
23280,male,179.4,89.9,right,27,black,3,2
23283,male,163.7,85,right,39,black,1,3
23287,male,173.7,60.1,right,19,white,2,1
23298,male,166.6,120.6,right,26,black,1,2
23303,male,178,81.6,right,27,white,3,2
23304,male,174,78.3,right,31,white,2,2
23305,male,174.8,90.6,right,28,hispanic,2,2
23310,male,166.7,81.7,right,21,white,1,1
23313,male,178.1,87.2,right,23,white,3,1
23315,male,175.6,84.8,right,26,white,2,2
23319,male,169.4,86.9,right,24,black,2,1
23320,male,179,110.8,right,25,white,3,2
23321,male,173.6,97.4,right,27,black,2,2
23322,male,183.6,103.9,right,29,white,3,2
23325,male,174,77.6,right,25,white,2,2
23327,male,175,71.8,right,34,asian,2,3
23337,male,177,88.4,right,25,white,3,2
23338,male,180.7,59.6,right,22,black,3,1
23340,male,162.3,60.5,right,25,white,1,2
23342,male,174.2,79.6,left,30,white,2,2
23362,male,180.6,78.6,right,26,white,3,2
23369,male,178.7,102.1,right,22,white,3,1
23379,male,175,95.5,right,26,white,2,2
23382,male,165.2,62.9,right,21,white,1,1
23408,male,184,76,right,19,white,3,1
23413,male,178.2,68.7,right,20,black,3,1
23415,male,177.9,92.2,right,24,white,3,1
23420,male,166.5,67.8,right,24,hispanic,1,1
23423,male,169,71.5,right,20,hispanic,2,1
23424,male,160.9,78.5,right,42,asian,1,3
23425,male,188.8,73.2,right,25,white,3,2
23427,male,169.7,73.9,right,20,white,2,1
23428,male,181.8,72.3,right,22,white,3,1
23431,male,178,85.7,right,23,white,3,1
23447,male,179.1,70,right,21,white,3,1
23450,male,182.8,76,right,21,white,3,1
23455,male,167.4,71.7,right,24,hispanic,1,1
23458,male,171.6,96.5,right,44,hispanic,2,3
23459,male,177.8,88,right,37,hispanic,3,3
23473,male,179.7,76.5,right,21,hispanic,3,1
23477,male,172.3,97.4,left,31,black,2,2
23479,male,178.4,84.6,right,30,black,3,2
23484,male,168.8,73.4,right,23,asian,2,1
23496,male,174.5,80.4,left,34,black,2,3
23502,male,170.8,70.8,right,20,white,2,1
23506,male,177.9,88,right,33,black,3,3
23512,male,168.5,71.5,right,20,hispanic,2,1
23535,male,184.1,101.4,right,32,hispanic,3,2
23545,male,164,77.5,right,26,hispanic,1,2
23551,male,176.2,108.9,right,34,hispanic,3,3
23562,male,180.4,96.5,right,20,white,3,1
23566,male,173.6,86.4,right,22,white,2,1
23571,male,180.4,73.8,right,21,white,3,1
23579,male,172,74.1,right,22,white,2,1
23586,male,177.9,93.4,right,22,hispanic,3,1
23604,male,179.5,76.7,right,32,white,3,2
23606,male,170.3,80.9,right,36,white,2,3
23610,male,169.9,79.7,right,19,hispanic,2,1
23616,male,180.9,104.6,right,25,white,3,2
23625,male,166.6,78.7,right,21,hispanic,1,1
23681,male,177.7,79.8,right,21,white,3,1
23682,male,163.4,77.4,left,21,hispanic,1,1
23689,male,182.2,76.6,right,23,white,3,1
23690,male,172.2,80.8,right,27,white,2,2
23692,male,164,69,right,21,hispanic,1,1
23701,male,157.7,69.5,right,22,hispanic,1,1
23702,male,165,72.6,right,26,white,1,2
23711,male,174.3,59,right,28,white,2,2
23721,male,176.4,87.2,right,21,white,3,1
23723,male,194.5,101.7,right,32,white,3,2
23724,male,176.5,87.3,right,33,white,3,3
23731,male,172.5,77.1,right,22,white,2,1
23733,male,182.7,114.6,right,24,white,3,1
23735,male,175.9,88,left,28,white,3,2
23739,male,178.1,103.5,right,24,white,3,1
23742,male,167.3,98.8,right,24,black,1,1
23754,male,178.7,99.2,right,25,black,3,2
23761,male,179.8,88.4,right,32,black,3,2
23770,male,172,78.8,right,20,hispanic,2,1
23771,male,179,75,right,22,black,3,1
23775,male,167.8,75.3,right,38,white,2,3
23778,male,175.7,93.5,right,32,white,2,2
23786,male,174,82.6,left,29,white,2,2
23788,male,169.6,78.9,right,45,hispanic,2,3
23791,male,179.1,87.4,right,27,white,3,2
23793,male,169.4,79.7,right,19,hispanic,2,1
23795,male,167.9,63.9,right,29,black,2,2
23803,male,173.3,82.8,right,26,black,2,2
23810,male,181.4,72.2,left,23,white,3,1
23813,male,170.9,96.7,right,21,black,2,1
23827,male,174.6,97,either,30,white,2,2
24012,male,180,81.9,right,24,black,3,1
24037,male,171.6,94.6,right,30,hispanic,2,2
24065,male,173.5,77.5,left,26,white,2,2
24091,male,169.2,68.6,right,21,black,2,1
24120,male,169.7,79.9,right,19,white,2,1
24122,male,182.6,71.9,right,23,black,3,1
24123,male,174,84.1,right,26,white,2,2
24127,male,175.2,64.3,right,24,white,2,1
24130,male,182.8,94.8,left,25,hispanic,3,2
24136,male,170.7,66.9,right,24,native_american,2,1
24139,male,172.1,82.3,right,30,white,2,2
24163,male,185.2,76.8,right,20,white,3,1
24168,male,165.1,81.5,right,43,asian,1,3
24169,male,170.7,83.8,right,29,hispanic,2,2
24171,male,179.5,76.8,right,28,black,3,2
24175,male,170.7,69.5,right,26,white,2,2
24198,male,167.9,69.2,right,22,black,2,1
24201,male,173.5,95.9,right,27,black,2,2
24207,male,173.1,83,right,31,white,2,2
24213,male,170.9,93.7,right,30,white,2,2
24223,male,168.3,90.3,left,26,hispanic,2,2
24227,male,180.2,64,right,25,black,3,2
24237,male,172.3,78.7,right,19,white,2,1
24245,male,172.1,111.2,right,23,white,2,1
24246,male,178.3,83.7,left,24,native_american,3,1
24249,male,161.8,66,right,24,white,1,1
24253,male,172.1,78.1,right,33,hispanic,2,3
24254,male,182.9,82.1,right,21,white,3,1
24257,male,165.3,92.2,right,32,pacific_islander,1,2
24258,male,180.4,74.1,right,23,white,3,1
24264,male,178.5,71.8,right,24,black,3,1
24265,male,177.1,83.6,left,22,white,3,1
24266,male,167.6,72.5,right,21,asian,2,1
24270,male,164.6,64.5,right,26,white,1,2
24272,male,185.9,76.6,right,28,white,3,2
24273,male,171,74.4,left,19,black,2,1
24274,male,178.9,63.3,left,25,white,3,2
24277,male,173.7,77.5,right,27,white,2,2
24285,male,162.4,53.5,right,27,hispanic,1,2
24286,male,167,77,right,23,white,1,1
24287,male,167.6,84.7,right,24,white,2,1
24290,male,169.2,96.3,right,20,white,2,1
24294,male,162.2,76.2,right,22,white,1,1
24295,male,176,80.7,right,23,white,3,1
24300,male,168.7,104.9,right,23,white,2,1
24301,male,170.5,66.7,right,25,white,2,2
24303,male,181,86.9,right,24,black,3,1
24305,male,183.1,100.7,right,22,pacific_islander,3,1
24319,male,166.3,75.8,right,26,white,1,2
24324,male,180.9,88.9,right,28,black,3,2
24328,male,179.1,90.2,right,37,black,3,3
24331,male,167.8,73.5,right,29,white,2,2
24334,male,183.2,93,right,31,black,3,2
24335,male,172.6,76.6,left,23,black,2,1
24337,male,175.5,88.8,right,23,white,2,1
24338,male,181.3,78.8,right,30,white,3,2
24343,male,183.5,96.8,right,30,white,3,2
24344,male,169,65.8,right,22,white,2,1
24358,male,174.9,71.6,right,21,white,2,1
24361,male,187.1,86,right,27,white,3,2
24373,male,187.5,85.2,right,24,white,3,1
24375,male,173,81.1,right,24,white,2,1
24381,male,185,100,right,24,white,3,1
24399,male,166.3,78.4,right,23,white,1,1
24403,male,185.4,75.8,right,21,white,3,1
24404,male,168.8,56.9,right,19,white,2,1
24411,male,179.9,108.1,right,28,white,3,2
24415,male,177.2,93.3,right,23,white,3,1
24422,male,182.6,101,right,23,white,3,1
24429,male,173.3,75,right,21,hispanic,2,1
24432,male,167.3,73.6,right,31,hispanic,1,2
24433,male,171.3,75.5,right,28,white,2,2
24437,male,170,79.6,left,29,black,2,2
24439,male,177.5,74.2,left,24,white,3,1
24446,male,170.4,86.3,right,35,hispanic,2,3
24449,male,183.8,79.5,right,20,white,3,1
24459,male,175.2,75.3,right,20,white,2,1
24467,male,179,90,right,22,white,3,1
24468,male,168.8,67.2,right,30,white,2,2
24483,male,168.4,90.4,right,30,white,2,2
24487,male,175.9,114.4,left,26,asian,3,2
24488,male,168.4,78.5,right,24,asian,2,1
24489,male,175.5,75.4,right,20,hispanic,2,1
24491,male,171.8,95.2,right,25,white,2,2
24502,male,174.5,97.8,right,36,hispanic,2,3
24509,male,195.3,106.9,right,32,white,3,2
24529,male,180.8,83.5,right,26,white,3,2
24535,male,177.9,69,right,22,asian,3,1
24537,male,177.9,66,left,28,black,3,2
24538,male,176.7,78.6,right,31,hispanic,3,2
24541,male,165.7,72.9,right,35,hispanic,1,3
24544,male,158.3,73.6,right,24,hispanic,1,1
24545,male,168.1,62.2,left,19,white,2,1
24549,male,181.2,89.3,right,39,white,3,3
24559,male,183.8,93.6,right,19,white,3,1
24563,male,172.7,87.7,right,21,white,2,1
24564,male,167.3,78.5,right,22,hispanic,1,1
24568,male,173.7,79.8,right,27,white,2,2
24584,male,181.1,65.4,right,24,white,3,1
24586,male,183.5,90.5,right,20,white,3,1
24612,male,176,76.7,right,23,hispanic,3,1
24615,male,179.3,79.7,right,28,white,3,2
24619,male,182.4,77.9,right,22,white,3,1
24620,male,171.6,69.5,right,26,white,2,2
24625,male,174.5,76.5,right,18,white,2,1
24626,male,176.5,76.3,right,24,white,3,1
24630,male,176.1,79.7,right,20,white,3,1
24649,male,164.7,63.2,right,20,white,1,1
24653,male,171.5,90.6,right,21,white,2,1
24661,male,175.6,72.6,right,28,hispanic,2,2
24665,male,163.7,64.5,right,32,hispanic,1,2
24671,male,170.4,74.3,right,23,white,2,1
24681,male,182.2,112.2,right,32,pacific_islander,3,2
24684,male,176.7,77.5,right,23,white,3,1
24698,male,180.9,76.9,right,22,white,3,1
24707,male,177.6,96.2,right,20,pacific_islander,3,1
24708,male,179.8,91.6,right,20,native_american,3,1
